Usuario,Comentarios
tecitoearlgray,409
nekoql,369
shap2,288
A_chinche_cinetico,234
Paltamachine,234
coringas,233
Lopr1621,233
JStrahalm,180
KangrejoMan,173
SanFederico,168
Grim0508,168
Hanneman_213,160
riiott2,156
ctuna89,145
MariaJoseBlanchester,144
Johnny1392,142
JPZV,141
FeanDoe,134
Harkoncito,132
Agente-Libre,124
All-Your-Base,121
proletarianpanzer,118
zurizuricata,118
A-Wiley,118
Shot-Statement-6772,117
sin_ese,112
funeralbaloons,111
Mr-Black_,105
Putotunel,103
Degoguite-real,97
sfl_,95
xascoberto,93
FinchoDS,90
matydragon_20,90
sedentarybird,89
macana144,89
inviernoruso,87
Blubari,86
Sheppardino,83
pitter_patterclock,82
SaintTomasPepe,77
FLB1,76
guillermotor,76
ElweonIsekai,75
ffuentesv2,72
AddictiveADHD,72
maddowizardoo,71
OozingPositron,70
Bl4nkface,67
Lo_Innombrable,65
sedapemu,63
noff01,62
NiaMPL,61
Otaninn,61
Tigre_Obeso,60
ozzraven,60
RaccoonD,60
luchoventas,58
aram855,56
shakaritahermandad,54
ClonazepAlt,53
Educational-Maximum3,53
cafeengrano,51
EstablishmentNo5132,51
austrohorologium,51
Wise-Medicine-2191,51
huachah1sterica,51
Gatosoo,50
PizzaAstronaut,49
zenkeep,49
Mod4rchive,49
ReadySteadyGoA,49
DonPichulas34,47
Ruganko,47
Tierrrez,46
MinaDawngate,45
comadre_lola,43
bolmer,43
xzinik,43
Intelligent-Kiwi1147,42
Sopaipisaurio,40
tazonconcafe,39
Key_Carpenter5962,39
Kapo_de_Kiwiiii,39
Kleint_Aristotelicus,37
Cahums,37
Tanqueavapor,37
leviatanCL,37
DiegoIRR,37
CuyiGuaton,36
viruta2021,36
laquecuelga,35
ClotpolesAndWarlocks,35
puduposter,35
dkease,35
una__paloma,35
chosen_carrot,35
Milcaos,33
WhiteMeovv,33
StrangeSemiticLatin2,32
PanFrito,31
Zetsubou__666,31
chiledoesntexist,31
euhna,31
Significant-Taro-601,31
bopboph,31
Cabg10,30
mmmmmOrito,30
BufferUnderpants,30
Shingocrates,29
Potential_Peanut3907,29
Opazo-cl,29
ph1406,28
yogurenescabeche,28
loica_enojada,27
creativityNAME,27
Pesebreqlo,26
Mrquest_10293847,26
nevados_de_chillan,25
JuzoMegure,25
dgo792,25
Heoro-Mazgraev,23
ipurge123,23
Gabriel_AEROSPACE,22
XJpablo,22
felagaund,22
comoaprender,22
moreAidsplease42,21
MatvsGal17,21
aChileanDude,21
Fidozip,20
brown-guitar,20
TryHarderino,20
Lain_u,20
chalecomono,19
thealterlion,19
bob_patino,19
InfinityRoundCycle,19
97_mechanix,19
jipjapjup,19
RandyCoxburn,19
iloveseries_,19
Aleshiro,19
inteligenteperoweon,19
DrHikovich,19
agitazione,18
fukami-rose,18
Miguelonchox,18
Chiefrockacl,18
ctccl,17
Tarbolinx,17
YellingHummus,17
mr_homerone,17
emp_sisterfister,17
BeeMovieApologist,16
MrTonino,16
L_I_L_B_O_A_T_4_2_0,16
leongranizo,16
MoabChile,15
SrHuev0n,15
KingFenrir,15
freckledbody,15
aleliu,15
DieCastle,14
luxrayo,13
darthdeckard,13
yaiay,13
11_16,13
GeorgieBoyAdvance,13
Fun-Moose-4676,13
paposky,12
LittlePhillyOne,12
JokefuT,12
Cl_z0mb1e,12
TMCamilo,12
Aviskr,12
cookie_addicted,12
murloc_reporonga,12
CepilloDental,12
Txstage,12
atunmayo,12
SLS-Dagger,12
Ktion,12
Manomana-cl,12
masfruta,12
Yennefer1991,12
undergroundbynature,11
il_Nenek,11
kurob4,11
BrocoLee,11
BeWolk,11
EllaFueMalaConmigo,11
pipexclon,11
i-love-cripi,11
ConsciousPain9,11
Patoqta,11
Desprolijo,11
charlybadulaque,11
aprenderanadar,11
liceo-municipal,11
Anibe,11
kooparefugee,10
HansWolken,10
ph21,10
Kaminoan,10
notquiteteemo,10
ponganelrapulento,10
Metahater22,10
that_lonely_bi,10
andyvc97,10
_donnadie_,10
blackbunny09,10
HombreContrafactual,10
Stanowu,10
Joze525,10
Nach128,10
rChileRandomBot,9
Khaeliz,9
AtunEnLomitos,9
trash_smoke,9
RaulFigueroa_bot,9
Bakeneko04,9
quierouncigarro,9
LaNacha23,9
Glittering_Pumpkin24,9
LoncoGomez,9
SeptemFan,9
No-Supermarket-1312,9
leche-dsps-cereal,9
oliverfreq,9
TheJFGB93,9
BorderLove89,9
ghostman20,8
AutonomieSV,8
Nemesis2299,8
Frohslol,8
terba123,8
ElPabloHablo,8
Solo1simio,8
kardashev,8
lolochicle3,8
JKrand,8
andresmlna,8
JVicu,8
friedeggforbreakfast,8
Dogo-cat,8
VitoDeLarge,8
Lamemelonlol,8
crazypigment,8
cafe_filtrado,8
Josema94,8
GinTonicWithCucumber,7
WhoIsTomodachi,7
StandNenUser,7
International_Ad7264,7
Soulless911,7
Nefernetka,7
Choice__Technician,7
xKail,7
way2menace,7
PaltaDoctor,7
polloillo,7
---___________----,7
manuel_gg,7
sirenel,7
CloudyTime,7
Neither-Raise,7
flores_amarillas,7
sebakjal,7
papuanuevaguinea,7
Radratrad,7
n0cturnal4nimal,7
Luck_Is_My_Talent,7
Pudutr0n,6
ferando855,6
matuu_,6
FitPrune5579,6
Felipe1998,6
Talgoporta,6
inntake,6
Shalashqska,6
ElFlaco2,6
CreazySapete,6
renewedanarchist,6
Antares_de_la_Luz,6
kcxlife,6
Mari_Chiweu,6
Encrypted-Doggo,6
FullSatisfaction6359,6
Thc500,6
Franreyesalcain,6
random_username_55,6
HirumaBSK,6
Stewe07,6
RabidGuillotine,6
NoisiN,6
kamikazewam,6
ecdysis063,6
Tecnocazuela,5
nentrist,5
chanchoextremo,5
nawalrage,5
Green-Cucumber-2232,5
PeriRana,5
slaucsap,5
Sarandalawask,5
Pure_1m4ginati0n,5
Crisss_256,5
chkdsk_7,5
didiboy,5
MCTripio,5
Vrenks,5
Ojosrojosxsiempre,5
corderituwu,5
Gonpachiro-,5
random1-8,5
Spirited_Profile8571,5
Nibsdamn,5
PM_UR_AHEGAO_SELFIE,5
Contertulio,5
motesinhuesillo,5
Responsible_Ad258,5
Reyske,5
Kondor0,5
lowestElo,5
Stunning-Mistake6612,5
ProximoPresidente,5
__gonzalof,5
sayer00,5
marraquetaconpebre,5
Aggressive_Sweet1417,4
Arse_Nicko,4
zimmerxp,4
DonMakafi,4
d8354af7,4
maxt0m,4
TheBalloonMaker,4
Mike_L1toris,4
Eiol01,4
Acrobatic-Artist9730,4
esplasmosico51,4
ElSobe,4
Yairo_void,4
symras,4
nashoramosxd,4
Quetetris,4
Mononen12,4
Andruwsnoww,4
Plane-Sheepherder571,4
79BEEVL,4
jose_l_saez,4
how-about-maybe,4
allhailpalta,4
ElmerFigueroa,4
gidive,4
TsubasaIre,4
mahinostroza,4
raakkvkov,4
Brilliant-Juice,4
noBotHereDude,4
Nairiy,4
ReplacementBest5971,4
3v1lrob07,4
Belu_illustration,4
LineContent1364,4
International-Tree19,4
ElSydBarrett,4
Ambiguedades,4
nosequeponeraka,4
Ovejilla,4
Lemon_pie_u,4
nekonekonomi,4
PienNoises,4
Worried-Courage3737,4
PercutorViril,3
Scaragoth,3
Del_Palbus,3
pierdesporfumar,3
coolnicknamehere,3
Cabeza-de-bolo,3
calamicas,3
Sirenitururu,3
Antique_Media2319,3
zanenuss,3
UgaTEC,3
StatisticianLivid555,3
Panzer1892,3
Vee_Chocolate_69,3
DoctorPhil420,3
No_Transition8976,3
patonieto,3
Cmcont,3
rochops,3
Omlesss,3
girasolarcoiris,3
malafar,3
Cottorums,3
b45714n,3
60nz,3
TheWrongSudoku,3
Xaerin,3
PSJoke,3
unatarde,3
Connect-Bug9530,3
Mr_Ganger,3
mistico-s,3
leaf-house,3
kontemplador,3
makzk,3
Fun_Conversation5325,3
weono,3
LordVelaryon,3
GodlikeCat,3
NASV-19,3
Fenris_Ulv,3
tanidani6,3
juanuchoo,3
TioAngustia,3
RRRPablo,3
javier_aeoa,3
Ludioj,3
Carlangas3,3
JaqenStark,3
Paulol1,3
Thedarkpersona,3
cyansun,3
OpportunityEast7774,3
__D4ni3l_,3
Nice-Distribution526,3
Jocta,3
Cucho-Lambretta,3
camilincamilero,3
beswervie,3
hoseinnasr,3
ruberon,3
GroundbreakingAd8389,3
Loud-Vegetable-590,3
andreuus94,3
MathematicianNext711,3
DjCanalex,3
spidercrabs,3
wof759,3
kweenofhell,2
zet_one,2
serastronomical,2
agnostic_ent,2
MutedMime05,2
ch3l4s,2
Initial-Dog3471,2
musicatito,2
Psytan,2
ConsiderationNo1455,2
syckness_HD,2
Boziik,2
radriazo,2
ElevenCupsOfTea,2
sg_pimienta,2
rompementes,2
_Delain_,2
Crazy-Ad8567,2
N4x00,2
A-niWare,2
leamd,2
kingdraven,2
Puzzleheaded_Tutor_1,2
Bujeronero,2
AwesomeDuck28,2
GreenxPark,2
kaybedumbaf,2
abcderata,2
Heavenlydubu,2
Hnk-Kenshiro,2
extremx23,2
Insania2014,2
LeylandTiger,2
Vichox,2
nabets3,2
6d656c6c6f,2
edo_asc,2
Mortryx,2
brightstupideyes,2
OuyiiDEXX,2
midioca,2
Zimtquai,2
SpringRice,2
sweetiekitten,2
SASORl,2
hazweio,2
Zeroxus,2
SomeRandomAtom,2
cupriferus,2
Narki51,2
Lonely-Object-8620,2
LyricsBroh,2
zirexcl,2
Giorno-kun,2
skancerous,2
ImaRipeavocado,2
MellaDios,2
PlasticGecko,2
Alert-Equivalent1392,2
Designer-Rub-9483,2
RemindMeBot,2
deandotcom,2
PainterPrestigious,2
Tuna_Melt_Sandwich,2
LordOrlouge,2
emotionless_3gp,2
Javawi,2
Reibaxs,2
NeverOriginal123,2
quenchy-cactus-juice,2
AlexandraProudhon,2
Rakzien,2
man7asa,2
onlyathrowawaydude,2
ken2y,2
Hiklos,2
WikiSummarizerBot,2
Pumpking92,2
Chuchuca,2
amada_x_los_dioses,2
riczan,2
Wskar,2
seuramon,2
Mitad_Mapache,2
_Alizica,2
narkov24,2
0x00cl,2
Goltana,2
drlcmaster,2
Shixelshit,2
paulipeach,2
Javonetor,2
WebitoCrudoo,2
SonMauri,2
Original_Anybody3985,2
nicovco,2
sr_manumes,2
Your321,2
Scary_Troopers_501,2
soulstuff_,2
--L--T--H--,2
SonKaiser,2
ganinipa,2
lulaloops,2
LagartoJuansho,2
FatFingerHelperBot,2
Sopapiglobo_ng,2
Cascbondree,2
Papaya_Baobab,2
krepts33,2
HolyMollywacamole,2
stupidseggshoe,2
Lezotecnia,2
Grizzly_2198,2
sl07h1,1
Permanent__Waves,1
Perrosmica,1
Agreeable-Ad1751,1
SholOne,1
Tiny-Cartographer-36,1
Zilenox_cl,1
paperbagdirect,1
Manniskopesten,1
n0vylif3,1
Neko_Shogun,1
Gardius,1
FortePianoForte,1
sneakpeekbot,1
Wing_Excellent,1
maxtorUwU,1
Opposite-Shoulder260,1
klatz11,1
Academic-Contract-18,1
Franzkier,1
Charlotte_Vincent,1
dogwithbeer,1
No-Measurement-397,1
Naproxenox,1
Francisco_Ojeda,1
nicolasdmm,1
mecargai,1
Fantastic_Salary_349,1
Excellent-Location10,1
Jamed94,1
Choice_Progress_4721,1
Golums5,1
Chilean_Bocchi,1
Calm_Function_7937,1
Adolema,1
mpaguirre,1
fabrizillox,1
A_espa,1
guaripolo1560,1
Dani_Danny,1
Whyyygsus,1
gusta_cl,1
palmreldritch,1
plasticmummy,1
zafrada,1
paxonsiwi,1
DDMendoza95,1
_calicocats,1
MainlanderFeel,1
Public_Inspector8576,1
Acto_Zero,1
Lvro,1
Towrp,1
ivan_xd,1
ReverseCaptioningBot,1
Emerald_Seal,1
Pameliwis,1
lfaire,1
tri__dimensional,1
HenryDelMal,1
discorayado_,1
Dapper_Ad4448,1
pepafem,1
nagablue,1
Le_Oken,1
Veroec,1
arrozconhuevoytomate,1
George_DelaSelva,1
despersonal,1
RMardonesQ,1
kei2000,1
jjaracanales,1
1125101141815010995,1
Maruruu,1
shamacko,1
ChiloteG,1
vixsji,1
Zrakk,1
AdudeFromCL,1
niquitop,1
Bhors,1
AxelLAG,1
heroeNK25,1
Thanos_Blender,1
Azzaeta,1
BatmanAdidas,1
cegalleta,1
Garlic_boi1,1
lapochek,1
RockyHeart,1
AntrozCL,1
Jorge1246,1
ride_si_sapis,1
mequierocortarlatula,1
Accomplished-Job-604,1
yelo2,1
Seguz,1
Similar35P,1
koshalluyo,1
Gudrobilk,1
nubepeluda,1
nadaparacomer,1
Baltiadicto,1
soulzack,1
KhamulXIX,1
DonPirexia,1
Opinel06,1
Weonlawea,1
Edgefish,1
WavyHairedPenguin,1
PoopMcDoogan,1
Wallmapuball,1
Xamthos,1
WeonRandom,1
Cuenta64,1
Rooftop_marraqueta,1
Albertonity,1
itourith,1
Creis_Telwood,1
Lutarisco,1
Blackstar2020,1
corneliagoth,1
QultrosSanhattan,1
r-o-r-o-n-o-a,1
nimunozo,1
sketch_fella,1
Zero_to_the_left,1
AmputatorBot,1
gicatalan,1
vicetexin1,1
Tresangor,1
peyronet,1
chacity,1
Conichito,1
Maite25,1
birdie420fgt,1
LemonFrugele,1
naxomaster,1
deportadoensiberia,1
neko_mon,1
Sancolun,1
ferna8,1
Original-Original-60,1
Euclid_Class_Object,1
donhuea,1
Psychological_Bar803,1
Andi_Jones,1
pepiemi,1
Mezgal,1
n1cj,1
FrugeleDealer,1
ByGib,1
KaworuChileno,1
JoshuaHipnos,1
enzi_okami,1
cammilo96,1
Broscience_,1
DontKnowHowToEnglish,1
tellmiraclenotsaint,1
Mr_Campechano,1
Silent-Ad-4434,1
IdiotClown69,1
ratonaaa,1
jungkooksalt,1
Realistic_Ad_2493,1
Pankekeqlao,1
ausence2,1
moriohcitizen8,1
Quickstance,1
certifiedddddd,1
ac1999ac,1
nuevacuentaalt,1
Kradretsam,1
Temeos23,1
TheMoverOfPlanets,1
Chdyv,1
Dual-ll,1
Hormoaningg,1
PrChewii,1
Elcabezadehomunculo,1
TrustSlow5471,1
